sentence,cleancontent
the location was comfortable and central but maybe too much into the nightlife,0
gorgeous hostel with delicious breakfast comfy beds great staff,0
the pool and sauna were an amazing addition and its close to some great nightclubs berghain,0
stay here,0
great place to stay clean comfortable and updated,1
reception staff very helpful friendlyfacitily great clean great kitchen and barwould recommend to others ,1
train about 6 blocks away but easy to find,0
would not recommend,0
the hostel cleanliness overall was average as there were stains on bedsheets ect,1
the staff were very rude and very unhelpful,0
very unorganised and didnt care the room i was supposed to stay in was fully occupied after the checkout time so my bed wasnt available,0
when i asked the reception about it the staff member on didnt seem to care and didnt know if they were supposed to be checking out or not and got angry at me over it,0
not coming back,0
only stayed for one night but the staff was super welcoming ordered us food and a cab and the other people there were super friendly as well,0
really nice rooftop and decent facilities,0
comfortable bed the roomwas clean,1
a very large hostel overalls pretty good  would stay again,0
okay atmosphere but absolute full of australians ,0
well at least thats what it appears to be as they where the only ones keen to socialise,0
the atmosphere in palmers lodge hillspring is really cool,0
the people working there are from all over the world and really friendly,0
i have met a lot of cool people in this hostel and i really loved the beautiful neighbourhood which is more quiet than the crowded city centre,0
but it still has its own fresh vibes,0
it takes some time to get to the city centre but if you like to experience the london underground then there should be no problem with that,0
the rooms were okay though the staff was rather rude so the entree was not totally to cheer for,0
especially after youve walked such a long way to get there note we could have taken the bus but we are poor poor students,0
also there was some creepy dude stalking around for hours outside the hostel whom we could see from our window so we were pretty creeped out by that,0
beautiful location  inside a huge park a gated compound close to the underground entrance,0
the park is very peaceful lots of activities going on inside,0
the staff are very friendly ,0
my partner and i booked together but got placed in separate rooms which was frustrating,0
the rooms are very small lots of beds crammed together three bunks high,0
i appreciate the curtains around each bunk for sure,0
the rooms were very loud very difficult to sleep,0
you can hear rooms around you making noise,0
its okay for late one night stay,0
small cramped room dirty not equipped,1
i stayed here for the price 33 pubs a night,0
but after 4 nights i think it should be cheaper 2025 pounds ,0
positives location is central staff are super friendly and helpful,0
the other hoteliers are friendly too,0
the pods are self contained and private negatives,0
the pillows are rubbish you can easily hear the club below which is noisy till 12am,0
people will be noisy coming and going at all hours and some are not considerate at all,0
leaving room lights on and making a lot of noise,0
really impressed with this hostel,0
needed somewhere to stay in between moving house whilst working long hours in a bar and this place was perfect,0
